datetime_utc, _conds, _dewptm, _hum, _pressurem, _rain, _tempm
20031209-22:30,Partly Cloudy,13.0,82.0,1013.0,0,16.0
20031209-23:00,Partly Cloudy,13.0,82.0,1013.0,0,16.0
20031209-23:30,Partly Cloudy,13.0,88.0,1013.0,0,15.0
20031210-00:00,Partly Cloudy,14.0,94.0,1014.0,0,15.0
20031210-00:30,Partly Cloudy,13.0,88.0,1014.0,0,15.0
20031210-01:00,Partly Cloudy,13.0,88.0,1014.0,0,15.0
20031210-01:30,Shallow Fog,14.0,94.0,1015.0,0,15.0
20031210-02:30,Shallow Fog,14.0,88.0,1015.0,0,16.0
20031210-03:00,Mist,14.0,88.0,1016.0,0,16.0
20031210-03:30,Smoke,13.0,77.0,1016.0,0,17.0
20031210-04:00,Smoke,13.0,68.0,1017.0,0,19.0
20031210-04:30,Smoke,13.0,64.0,1017.0,0,20.0
20031210-05:00,Smoke,14.0,64.0,1017.0,0,21.0
20031210-05:30,Smoke,13.0,60.0,1017.0,0,21.0
20031210-06:00,Smoke,13.0,60.0,1016.0,0,21.0
20031210-06:30,Smoke,13.0,53.0,1016.0,0,23.0
20031210-07:00,Smoke,12.0,50.0,1015.0,0,23.0
20031210-07:30,Smoke,13.0,50.0,1015.0,0,24.0
20031210-08:00,Smoke,13.0,50.0,1015.0,0,24.0
20031210-08:30,Smoke,13.0,50.0,1014.0,0,24.0
20031210-09:00,Smoke,12.0,44.0,1014.0,0,25.0
20031210-09:30,Smoke,12.0,44.0,1014.0,0,25.0
20031210-10:00,Smoke,13.0,47.0,1014.0,0,25.0
20031210-10:30,Smoke,12.0,44.0,1014.0,0,25.0
20031210-11:00,Smoke,13.0,47.0,1014.0,0,25.0
20031210-11:30,Smoke,13.0,50.0,1014.0,0,24.0
20031210-12:00,Smoke,13.0,53.0,1014.0,0,23.0
20031210-13:00,Smoke,13.0,60.0,1015.0,0,21.0
20031210-13:30,Smoke,13.0,64.0,1015.0,0,20.0
20031210-14:30,Smoke,13.0,68.0,1015.0,0,19.0
20031210-15:00,Smoke,14.0,73.0,1016.0,0,19.0
20031210-15:30,Smoke,14.0,73.0,1016.0,0,19.0
20031210-16:00,Smoke,15.0,78.0,1017.0,0,19.0
20031210-16:30,Smoke,13.0,68.0,1016.0,0,19.0
20031210-17:00,Smoke,14.0,73.0,1016.0,0,19.0
20031210-17:30,Smoke,14.0,77.0,1016.0,0,18.0
20031210-18:00,Shallow Fog,14.0,82.0,1016.0,0,17.0
20031210-18:30,Shallow Fog,14.0,82.0,1016.0,0,17.0
20031210-19:00,Shallow Fog,14.0,82.0,1016.0,0,17.0
20031210-19:30,Shallow Fog,14.0,82.0,1015.0,0,17.0
20031210-23:30,Smoke,14.0,88.0,1014.0,0,16.0
20031211-00:00,Smoke,14.0,88.0,1014.0,0,16.0
20031211-00:30,Shallow Fog,14.0,88.0,1015.0,0,16.0
20031211-01:00,Shallow Fog,14.0,94.0,1015.0,0,15.0
20031211-01:30,Shallow Fog,13.0,88.0,1015.0,0,15.0
20031211-02:00,Clear,14.0,88.0,1016.0,0,16.0
20031211-02:30,Shallow Fog,14.0,88.0,1016.0,0,16.0
20031211-03:30,Shallow Fog,15.0,83.0,1017.0,0,18.0
20031211-04:00,Clear,15.0,78.0,1017.0,0,19.0
20031211-04:30,Clear,16.0,78.0,1017.0,0,20.0
20031211-05:00,Smoke,15.0,68.0,1017.0,0,21.0
20031211-05:30,Smoke,15.0,64.0,1017.0,0,22.0
20031211-06:00,Smoke,15.0,61.0,1017.0,0,23.0
20031211-07:00,Smoke,16.0,61.0,1016.0,0,24.0
20031211-07:30,Smoke,15.0,57.0,1016.0,0,24.0
20031211-08:00,Smoke,15.0,57.0,1015.0,0,24.0
20031211-08:30,Smoke,16.0,57.0,1014.0,0,25.0
20031211-09:00,Smoke,15.0,54.0,1014.0,0,25.0
20031211-09:30,Smoke,15.0,54.0,1014.0,0,25.0
20031211-10:30,Smoke,13.0,47.0,1014.0,0,25.0
20031211-11:00,Smoke,13.0,50.0,1014.0,0,24.0
20031211-11:30,Smoke,14.0,57.0,1014.0,0,23.0
20031211-12:00,Smoke,14.0,60.0,1014.0,0,22.0
20031211-12:30,Smoke,14.0,64.0,1015.0,0,21.0
20031211-13:00,Smoke,14.0,64.0,1015.0,0,21.0
20031211-13:30,Smoke,15.0,73.0,1015.0,0,20.0
20031211-14:00,Smoke,16.0,78.0,1016.0,0,20.0
20031211-14:30,Smoke,15.0,78.0,1016.0,0,19.0
20031211-15:00,Smoke,15.0,78.0,1016.0,0,19.0
20031211-15:30,Smoke,16.0,83.0,1016.0,0,19.0
20031211-16:00,Clear,15.0,83.0,1016.0,0,18.0
20031211-16:30,Clear,15.0,83.0,1016.0,0,18.0
20031211-17:00,Clear,16.0,88.0,1016.0,0,18.0
20031211-17:30,Smoke,15.0,83.0,1016.0,0,18.0
20031211-18:00,Smoke,15.0,83.0,1016.0,0,18.0
20031211-18:30,Clear,15.0,83.0,1016.0,0,18.0
20031211-19:00,Clear,15.0,88.0,1016.0,0,17.0
20031211-19:30,Clear,15.0,88.0,1016.0,0,17.0
20031211-20:00,Shallow Fog,14.0,88.0,1016.0,0,16.0
20031211-20:30,Shallow Fog,15.0,88.0,1016.0,0,17.0
20031211-21:00,Shallow Fog,14.0,88.0,1016.0,0,16.0
20031211-21:30,Shallow Fog,14.0,88.0,1016.0,0,16.0
20031211-22:00,Shallow Fog,14.0,88.0,1016.0,0,16.0
20031211-23:00,Shallow Fog,14.0,88.0,1015.0,0,16.0
20031211-23:30,Shallow Fog,14.0,88.0,1015.0,0,16.0
20031212-00:00,Shallow Fog,14.0,94.0,1015.0,0,15.0
20031212-00:30,Shallow Fog,14.0,94.0,1016.0,0,15.0
20031212-01:00,Shallow Fog,13.0,88.0,1016.0,0,15.0
20031212-01:30,Shallow Fog,,,-9999.0,0,
20031212-02:00,Shallow Fog,14.0,94.0,1017.0,0,15.0
20031212-02:30,Partly Cloudy,15.0,94.0,1018.0,0,16.0
20031212-03:00,Partly Cloudy,14.0,88.0,1018.0,0,16.0
20031212-03:30,Scattered Clouds,15.0,88.0,1018.0,0,17.0
20031212-04:30,Scattered Clouds,15.0,78.0,1019.0,0,19.0
20031212-05:00,Smoke,14.0,64.0,1018.0,0,21.0
20031212-05:30,Smoke,15.0,68.0,1018.0,0,21.0
20031212-06:00,Smoke,15.0,68.0,1018.0,0,21.0
20031212-06:30,Smoke,15.0,68.0,1018.0,0,21.0
20031212-07:00,Light Rain,15.0,68.0,1017.0,1,21.0
20031212-07:30,Smoke,15.0,61.0,1016.0,0,23.0
20031212-08:00,Smoke,15.0,57.0,1016.0,0,24.0
20031212-08:30,Smoke,16.0,61.0,1016.0,0,24.0
20031212-09:00,Smoke,15.0,57.0,1015.0,0,24.0
20031212-09:30,Smoke,15.0,57.0,1015.0,0,24.0
20031212-10:00,Smoke,15.0,57.0,1015.0,0,24.0
20031212-10:30,Haze,15.0,57.0,1015.0,0,24.0
20031212-11:00,Haze,15.0,57.0,1014.0,0,24.0
20031212-11:30,Haze,16.0,65.0,1014.0,0,23.0
20031212-12:00,Haze,15.0,64.0,1014.0,0,22.0
20031212-12:30,Haze,15.0,64.0,1015.0,0,22.0
20031212-13:00,Haze,15.0,64.0,1015.0,0,22.0
20031212-13:30,Haze,14.0,60.0,1015.0,0,22.0
20031212-14:00,Haze,15.0,68.0,1015.0,0,21.0
20031212-14:30,Haze,14.0,64.0,1015.0,0,21.0
20031212-15:00,Haze,14.0,64.0,1015.0,0,21.0
20031212-15:30,Haze,15.0,68.0,1016.0,0,21.0
20031212-16:00,Haze,15.0,68.0,1016.0,0,21.0
20031212-16:30,Haze,15.0,73.0,1016.0,0,20.0
20031212-17:00,Haze,15.0,73.0,1016.0,0,20.0
20031212-17:30,Haze,15.0,73.0,1016.0,0,20.0
20031212-18:00,Smoke,15.0,73.0,1016.0,0,20.0
20031212-18:30,Smoke,15.0,78.0,1016.0,0,19.0
20031212-19:00,Smoke,15.0,78.0,1016.0,0,19.0
20031212-19:30,Scattered Clouds,15.0,78.0,1016.0,0,19.0
20031212-20:00,Scattered Clouds,15.0,78.0,1016.0,0,19.0
20031212-20:30,Light Drizzle,15.0,78.0,1016.0,0,19.0
20031212-21:00,Light Thunderstorms and Rain,15.0,78.0,1015.0,1,19.0
20031212-21:30,Thunderstorm,15.0,83.0,1015.0,0,18.0
20031212-22:00,Scattered Clouds,15.0,78.0,1015.0,0,19.0
20031212-22:30,Scattered Clouds,16.0,83.0,1015.0,0,19.0
20031212-23:00,Scattered Clouds,16.0,83.0,1015.0,0,19.0
20031212-23:30,Scattered Clouds,16.0,83.0,1015.0,0,19.0
20031213-00:00,Scattered Clouds,16.0,83.0,1015.0,0,19.0
20031213-00:30,Scattered Clouds,16.0,83.0,1015.0,0,19.0
20031213-01:00,Mostly Cloudy,16.0,83.0,1015.0,0,19.0
20031213-01:30,Mostly Cloudy,16.0,83.0,1016.0,0,19.0
20031213-02:00,Scattered Clouds,15.0,83.0,1016.0,0,18.0
20031213-02:30,Scattered Clouds,14.0,77.0,1017.0,0,18.0
20031213-03:30,Light Drizzle,14.0,77.0,1019.0,0,18.0
20031213-04:00,Light Drizzle,15.0,83.0,1019.0,0,18.0
20031213-04:30,Haze,15.0,83.0,1018.0,0,18.0
20031213-05:00,Haze,15.0,78.0,1018.0,0,19.0
20031213-05:30,Haze,15.0,68.0,1018.0,0,21.0
20031213-06:00,Haze,15.0,64.0,1018.0,0,22.0
20031213-06:30,Haze,14.0,60.0,1017.0,0,22.0
20031213-07:30,Haze,13.0,57.0,1016.0,0,22.0
20031213-08:00,Haze,14.0,60.0,1016.0,0,22.0
20031213-08:30,Haze,15.0,61.0,1015.0,0,23.0
20031213-09:00,Haze,14.0,57.0,1015.0,0,23.0
20031213-09:30,Haze,14.0,57.0,1015.0,0,23.0
20031213-10:00,Haze,15.0,61.0,1015.0,0,23.0
20031213-10:30,Haze,15.0,61.0,1015.0,0,23.0
20031213-11:00,Haze,15.0,61.0,1015.0,0,23.0
20031213-11:30,Haze,15.0,64.0,1015.0,0,22.0
20031213-12:00,Haze,15.0,68.0,1015.0,0,21.0
20031213-12:30,Haze,15.0,73.0,1015.0,0,20.0
20031213-13:00,Haze,16.0,83.0,1016.0,0,19.0
20031213-14:00,Clear,16.0,88.0,1016.0,0,18.0
20031213-15:00,Clear,13.0,68.0,1016.0,0,19.0
20031213-15:30,Clear,14.0,77.0,1017.0,0,18.0
20031213-16:30,Clear,13.0,73.0,1017.0,0,18.0
20031213-17:00,Clear,14.0,82.0,1017.0,0,17.0
20031213-17:30,Clear,13.0,77.0,1017.0,0,17.0
20031213-18:00,Clear,13.0,77.0,1017.0,0,17.0
20031213-18:30,Clear,13.0,77.0,1017.0,0,17.0
20031213-19:00,Clear,13.0,77.0,1016.0,0,17.0
20031213-19:30,Clear,13.0,82.0,1016.0,0,16.0
20031213-20:00,Clear,13.0,82.0,1016.0,0,16.0
20031213-20:30,Clear,13.0,82.0,1016.0,0,16.0
20031213-22:00,Clear,13.0,82.0,1015.0,0,16.0
20031213-22:30,Clear,13.0,82.0,1015.0,0,16.0
20031213-23:00,Clear,13.0,82.0,1015.0,0,16.0
20031213-23:30,Clear,13.0,82.0,1015.0,0,16.0
20031214-00:00,Clear,13.0,82.0,1015.0,0,16.0
20031214-00:30,Partly Cloudy,13.0,88.0,1016.0,0,15.0
20031214-01:00,Partly Cloudy,13.0,88.0,1016.0,0,15.0
20031214-01:30,Scattered Clouds,12.0,82.0,1016.0,0,15.0
20031214-02:00,Scattered Clouds,13.0,88.0,1016.0,0,15.0
20031214-02:30,Smoke,13.0,77.0,1017.0,0,17.0
20031214-03:00,Scattered Clouds,13.0,77.0,1017.0,0,17.0
20031214-03:30,Scattered Clouds,14.0,77.0,1017.0,0,18.0
20031214-04:00,Haze,13.0,64.0,1018.0,0,20.0
20031214-04:30,Haze,13.0,60.0,1018.0,0,21.0
20031214-05:30,Haze,13.0,50.0,1017.0,0,24.0
20031214-06:00,Haze,13.0,47.0,1017.0,0,25.0
20031214-06:30,Haze,13.0,44.0,1016.0,0,26.0
20031214-07:00,Haze,13.0,44.0,1016.0,0,26.0
20031214-07:30,Haze,14.0,45.0,1015.0,0,27.0
20031214-08:00,Haze,14.0,45.0,1015.0,0,27.0
20031214-09:00,Haze,13.0,42.0,1014.0,0,27.0
20031214-09:30,Haze,14.0,45.0,1014.0,0,27.0
20031214-10:00,Haze,13.0,42.0,1014.0,0,27.0
20031214-10:30,Haze,14.0,47.0,1014.0,0,26.0
20031214-11:00,Haze,15.0,51.0,1014.0,0,26.0
20031214-11:30,Haze,15.0,54.0,1014.0,0,25.0
20031214-12:00,Haze,14.0,53.0,1014.0,0,24.0
20031214-13:00,Haze,15.0,64.0,1014.0,0,22.0
20031214-13:30,Haze,14.0,60.0,1014.0,0,22.0
20031214-14:00,Haze,14.0,60.0,1014.0,0,22.0
20031214-14:30,Haze,14.0,60.0,1014.0,0,22.0
20031214-15:00,Haze,14.0,60.0,1015.0,0,22.0
20031214-15:30,Haze,14.0,57.0,1015.0,0,23.0
20031214-16:00,Haze,14.0,60.0,1015.0,0,22.0
20031214-16:30,Haze,14.0,60.0,1015.0,0,22.0
20031214-17:00,Haze,15.0,68.0,1015.0,0,21.0
20031214-17:30,Haze,15.0,73.0,1015.0,0,20.0
20031214-18:00,Haze,15.0,73.0,1015.0,0,20.0
20031214-18:30,Haze,15.0,78.0,1015.0,0,19.0
20031214-19:00,Smoke,15.0,78.0,1015.0,0,19.0
20031214-19:30,Smoke,14.0,77.0,1014.0,0,18.0
20031214-20:00,Smoke,14.0,82.0,1014.0,0,17.0
20031214-20:30,Smoke,14.0,82.0,1014.0,0,17.0
20031214-21:00,Partly Cloudy,15.0,88.0,1014.0,0,17.0
20031214-21:30,Partly Cloudy,14.0,82.0,1014.0,0,17.0
20031214-22:00,Partly Cloudy,16.0,88.0,1014.0,0,18.0
20031214-22:30,Partly Cloudy,15.0,83.0,1014.0,0,18.0
20031214-23:00,Partly Cloudy,14.0,77.0,1013.0,0,18.0
20031214-23:30,Scattered Clouds,15.0,83.0,1013.0,0,18.0
20031215-00:00,Mostly Cloudy,15.0,83.0,1014.0,0,18.0
20031215-00:30,Mostly Cloudy,15.0,83.0,1015.0,0,18.0
20031215-01:00,Mostly Cloudy,15.0,83.0,1015.0,0,18.0
20031215-01:30,Shallow Fog,15.0,83.0,1015.0,0,18.0
20031215-02:00,Shallow Fog,15.0,83.0,1015.0,0,18.0
20031215-02:30,Mostly Cloudy,16.0,83.0,1015.0,0,19.0
20031215-03:00,Scattered Clouds,16.0,83.0,1015.0,0,19.0
20031215-03:30,Smoke,13.0,64.0,1016.0,0,20.0
20031215-04:30,Smoke,14.0,64.0,1017.0,0,21.0
20031215-05:00,Smoke,13.0,53.0,1016.0,0,23.0
20031215-05:30,Smoke,12.0,50.0,1016.0,0,23.0
20031215-06:00,Smoke,12.0,50.0,1016.0,0,23.0
20031215-06:30,Smoke,13.0,53.0,1015.0,0,23.0
20031215-07:00,Smoke,13.0,57.0,1015.0,0,22.0
20031215-08:00,Smoke,14.0,60.0,1014.0,0,22.0
20031215-08:30,Haze,13.0,57.0,1012.0,0,22.0
20031215-09:00,Haze,13.0,50.0,1012.0,0,24.0
20031215-09:30,Haze,14.0,50.0,1012.0,0,25.0
20031215-10:00,Haze,14.0,50.0,1012.0,0,25.0
20031215-10:30,Haze,14.0,50.0,1012.0,0,25.0
20031215-11:00,Haze,14.0,50.0,1012.0,0,25.0
20031215-11:30,Smoke,15.0,61.0,1012.0,0,23.0
20031215-12:00,Smoke,16.0,69.0,1012.0,0,22.0
20031215-12:30,Smoke,16.0,73.0,1013.0,0,21.0
20031215-13:00,Smoke,15.0,68.0,1013.0,0,21.0
20031215-15:00,Mostly Cloudy,16.0,83.0,1013.0,0,19.0
20031215-15:30,Mostly Cloudy,15.0,78.0,1013.0,0,19.0
20031215-16:00,Rain,16.0,83.0,1014.0,1,19.0
20031215-16:30,Thunderstorms and Rain,17.0,94.0,1014.0,1,18.0
20031215-17:00,Shallow Fog,16.0,94.0,1014.0,0,17.0
20031215-17:30,Light Thunderstorms and Rain,17.0,100.0,1014.0,1,17.0
20031215-18:00,Thunderstorms and Rain,16.0,88.0,1014.0,1,18.0
20031215-18:30,Thunderstorms and Rain,17.0,100.0,1014.0,1,17.0
20031215-19:00,Light Rain,17.0,100.0,1014.0,1,17.0
20031215-19:30,Fog,16.0,88.0,1013.0,0,18.0
20031215-20:00,Fog,16.0,88.0,1014.0,0,18.0
20031215-20:30,Heavy Thunderstorms and Rain,18.0,100.0,1013.0,1,18.0
20031215-21:00,Heavy Thunderstorms and Rain,17.0,100.0,1014.0,1,17.0
20031215-21:30,Fog,17.0,94.0,1014.0,0,18.0
20031215-22:00,Fog,17.0,94.0,1013.0,0,18.0
20031215-22:30,Fog,17.0,94.0,1013.0,0,18.0
20031215-23:00,Fog,,,1013.0,0,17.0
20031216-00:00,Fog,,,1013.0,0,17.0
20031216-00:30,Fog,,,1013.0,0,17.0
20031216-01:00,Fog,16.0,94.0,1014.0,0,17.0
20031216-01:30,Fog,,,1014.0,0,16.0
20031216-02:30,Mostly Cloudy,15.0,94.0,1014.0,0,16.0
20031216-03:00,Mostly Cloudy,15.0,88.0,1015.0,0,17.0
20031216-03:30,Mostly Cloudy,15.0,88.0,1015.0,0,17.0
20031216-04:00,Mostly Cloudy,16.0,94.0,1016.0,0,17.0
20031216-04:30,Mostly Cloudy,16.0,88.0,1016.0,0,18.0
20031216-05:00,Smoke,16.0,83.0,1016.0,0,19.0
20031216-05:30,Smoke,16.0,83.0,1016.0,0,19.0
20031216-06:00,Smoke,16.0,78.0,1015.0,0,20.0
20031216-06:30,Smoke,15.0,78.0,1015.0,0,19.0
20031216-07:00,Smoke,15.0,73.0,1015.0,0,20.0
20031216-07:30,Mostly Cloudy,15.0,78.0,1014.0,0,19.0
20031216-08:30,Smoke,15.0,78.0,1014.0,0,19.0
20031216-09:00,Smoke,15.0,83.0,1014.0,0,18.0
20031216-09:30,Overcast,15.0,83.0,1014.0,0,18.0
20031216-10:00,Scattered Clouds,15.0,83.0,1014.0,0,18.0
20031216-10:30,Mostly Cloudy,15.0,88.0,1014.0,0,17.0
20031216-11:30,Overcast,15.0,88.0,1014.0,0,17.0
20031216-12:30,Overcast,14.0,82.0,1014.0,0,17.0
20031216-13:00,Overcast,15.0,94.0,1015.0,0,16.0
20031216-13:30,Overcast,15.0,94.0,1015.0,0,16.0
20031216-14:00,Overcast,14.0,88.0,1016.0,0,16.0
20031216-14:30,Smoke,14.0,88.0,1016.0,0,16.0
20031216-15:00,Overcast,14.0,88.0,1016.0,0,16.0
20031216-15:30,Mist,13.0,82.0,1016.0,0,16.0
20031216-16:00,Mist,14.0,94.0,1016.0,0,15.0
20031216-16:30,Mist,14.0,94.0,1016.0,0,15.0
20031216-17:00,Mist,14.0,94.0,1016.0,0,15.0
20031216-17:30,Mist,14.0,94.0,1016.0,0,15.0
20031216-18:30,Fog,13.0,88.0,1016.0,0,15.0
20031216-19:30,Mist,13.0,88.0,1016.0,0,15.0
20031216-20:00,Mist,13.0,88.0,1016.0,0,15.0
20031216-20:30,Mist,12.0,82.0,1016.0,0,15.0
20031216-21:00,Mist,13.0,88.0,1016.0,0,15.0
20031216-21:30,Mist,12.0,88.0,1016.0,0,14.0
20031216-22:00,Mist,12.0,88.0,1016.0,0,14.0
20031216-22:30,Mist,12.0,88.0,1016.0,0,14.0
20031216-23:00,Mist,12.0,88.0,1016.0,0,14.0
20031217-00:00,Mist,12.0,88.0,1016.0,0,14.0
20031217-00:30,Partly Cloudy,12.0,88.0,1016.0,0,14.0
20031217-01:00,Scattered Clouds,13.0,94.0,1016.0,0,14.0
20031217-01:30,Mostly Cloudy,13.0,94.0,1016.0,0,14.0
20031217-02:00,Mostly Cloudy,12.0,88.0,1017.0,0,14.0
20031217-02:30,Mostly Cloudy,13.0,94.0,1017.0,0,14.0
20031217-03:00,Mostly Cloudy,12.0,88.0,1018.0,0,14.0
20031217-03:30,Mostly Cloudy,12.0,82.0,1018.0,0,15.0
20031217-04:00,Mostly Cloudy,12.0,82.0,1019.0,0,15.0
20031217-04:30,Mostly Cloudy,11.0,77.0,1019.0,0,15.0
20031217-05:00,Mostly Cloudy,12.0,77.0,1019.0,0,16.0
20031217-05:30,Mostly Cloudy,12.0,77.0,1019.0,0,16.0
20031217-06:00,Smoke,11.0,72.0,1019.0,0,16.0
20031217-06:30,Smoke,13.0,77.0,1018.0,0,17.0
20031217-07:00,Smoke,12.0,72.0,1017.0,0,17.0
20031217-07:30,Smoke,12.0,72.0,990.0,0,17.0
20031217-08:00,Smoke,12.0,72.0,1016.0,0,17.0
20031217-08:30,Smoke,12.0,68.0,1016.0,0,18.0
20031217-09:00,Smoke,12.0,68.0,1016.0,0,18.0
20031217-10:00,Smoke,11.0,68.0,1016.0,0,17.0
20031217-10:30,Smoke,12.0,72.0,1016.0,0,17.0
20031217-11:00,Smoke,13.0,77.0,1016.0,0,17.0
20031217-11:30,Scattered Clouds,13.0,82.0,1016.0,0,16.0
20031217-12:00,Scattered Clouds,13.0,88.0,1016.0,0,15.0
20031217-13:30,Scattered Clouds,12.0,82.0,1016.0,0,15.0
20031217-14:00,Scattered Clouds,12.0,82.0,1016.0,0,15.0
20031217-14:30,Scattered Clouds,12.0,88.0,1017.0,0,14.0
20031217-15:00,Scattered Clouds,12.0,88.0,1017.0,0,14.0
20031217-15:30,Scattered Clouds,12.0,88.0,1017.0,0,14.0
20031217-16:00,Scattered Clouds,12.0,88.0,1017.0,0,14.0
20031217-16:30,Partly Cloudy,12.0,94.0,1017.0,0,13.0
20031217-17:00,Partly Cloudy,12.0,94.0,1017.0,0,13.0
20031217-18:30,Fog,10.0,94.0,1017.0,0,11.0
20031217-19:00,Fog,10.0,94.0,1016.0,0,11.0
20031217-19:30,Fog,10.0,94.0,1016.0,0,11.0
20031217-20:00,Fog,11.0,100.0,1016.0,0,11.0
20031217-20:30,Fog,11.0,100.0,1016.0,0,11.0
20031217-21:00,Fog,11.0,100.0,1016.0,0,11.0
20031217-21:30,Partly Cloudy,11.0,100.0,1016.0,0,11.0
20031217-22:00,Mist,11.0,100.0,1016.0,0,11.0
20031217-22:30,Mist,10.0,94.0,1015.0,0,11.0
20031217-23:00,Scattered Clouds,11.0,94.0,-9999.0,0,12.0
20031217-23:30,Scattered Clouds,11.0,94.0,-9999.0,0,12.0
20031218-00:00,Scattered Clouds,11.0,94.0,1016.0,0,12.0
20031218-00:30,Mist,9.0,88.0,1016.0,0,11.0
20031218-01:00,Scattered Clouds,9.0,82.0,1016.0,0,12.0
20031218-01:30,Mostly Cloudy,10.0,88.0,1017.0,0,12.0
20031218-02:00,Mostly Cloudy,9.0,82.0,1017.0,0,12.0
20031218-02:30,Scattered Clouds,10.0,88.0,1017.0,0,12.0
20031218-03:00,Scattered Clouds,10.0,88.0,1018.0,0,12.0
20031218-03:30,Mostly Cloudy,10.0,82.0,1019.0,0,13.0
20031218-04:00,Mostly Cloudy,10.0,82.0,1019.0,0,13.0
20031218-04:30,Overcast,10.0,82.0,1020.0,0,13.0
20031218-05:00,Mist,11.0,82.0,1020.0,0,14.0
20031218-05:30,Mist,11.0,82.0,1019.0,0,14.0
20031218-06:00,Smoke,9.0,72.0,1019.0,0,14.0
20031218-06:30,Smoke,9.0,72.0,1019.0,0,14.0
20031218-07:00,Smoke,10.0,77.0,1018.0,0,14.0
20031218-07:30,Smoke,11.0,77.0,1018.0,0,15.0
20031218-08:30,Haze,9.0,63.0,1017.0,0,16.0
20031218-09:00,Haze,10.0,68.0,1017.0,0,16.0
20031218-09:30,Haze,11.0,72.0,1017.0,0,16.0
20031218-10:00,Haze,11.0,72.0,1017.0,0,16.0
20031218-10:30,Haze,10.0,68.0,1017.0,0,16.0
20031218-11:00,Haze,9.0,63.0,1017.0,0,16.0
20031218-11:30,Haze,9.0,67.0,1017.0,0,15.0
20031218-12:00,Haze,10.0,72.0,1017.0,0,15.0
20031218-12:30,Smoke,9.0,72.0,1017.0,0,14.0
20031218-13:00,Partly Cloudy,11.0,82.0,1017.0,0,14.0
20031218-13:30,Clear,11.0,88.0,1018.0,0,13.0
20031218-14:00,Clear,11.0,88.0,1018.0,0,13.0
20031218-14:30,Clear,11.0,94.0,1018.0,0,12.0
20031218-15:00,Clear,11.0,94.0,1018.0,0,12.0
20031218-15:30,Clear,11.0,94.0,1019.0,0,12.0
20031218-16:30,Clear,10.0,94.0,1019.0,0,11.0
20031218-17:30,Shallow Fog,10.0,88.0,1019.0,0,12.0
20031218-18:00,Fog,11.0,100.0,1018.0,0,11.0
20031218-18:30,Fog,10.0,94.0,1018.0,0,11.0
20031218-19:00,Fog,11.0,100.0,1018.0,0,11.0
20031218-19:30,Fog,,,1018.0,0,11.0
20031218-20:00,Fog,11.0,100.0,1018.0,0,11.0
20031218-20:30,Fog,11.0,100.0,1018.0,0,11.0
20031218-21:00,Fog,10.0,94.0,1018.0,0,11.0
20031218-21:30,Fog,11.0,100.0,1018.0,0,11.0
20031218-22:00,Fog,11.0,100.0,1018.0,0,11.0
20031218-23:00,Fog,11.0,100.0,1018.0,0,11.0
20031218-23:30,Fog,11.0,100.0,1018.0,0,11.0
20031219-00:00,Fog,10.0,100.0,1018.0,0,10.0
20031219-00:30,Fog,10.0,100.0,1018.0,0,10.0
20031219-01:00,Fog,10.0,100.0,1019.0,0,10.0
20031219-01:30,Fog,10.0,100.0,1019.0,0,10.0
20031219-02:00,Fog,10.0,100.0,1019.0,0,10.0
20031219-02:30,Fog,10.0,100.0,1020.0,0,10.0
20031219-03:00,Fog,10.0,100.0,1019.0,0,10.0
20031219-03:30,Fog,10.0,100.0,1020.0,0,10.0
20031219-04:00,Fog,10.0,100.0,1021.0,0,10.0
20031219-04:30,Fog,10.0,100.0,1021.0,0,10.0
20031219-05:00,Fog,10.0,100.0,1022.0,0,10.0
20031219-05:30,Fog,10.0,94.0,1021.0,0,11.0
20031219-07:00,Mist,10.0,88.0,1020.0,0,12.0
20031219-08:00,Scattered Clouds,11.0,77.0,1019.0,0,15.0
20031219-08:30,Scattered Clouds,12.0,82.0,1019.0,0,15.0
20031219-09:00,Scattered Clouds,12.0,77.0,1019.0,0,16.0
20031219-09:30,Scattered Clouds,12.0,77.0,1019.0,0,16.0
20031219-10:00,Scattered Clouds,12.0,77.0,1018.0,0,16.0
20031219-10:30,Partly Cloudy,12.0,77.0,1018.0,0,16.0
20031219-11:00,Partly Cloudy,13.0,82.0,1018.0,0,16.0
20031219-11:30,Partly Cloudy,12.0,82.0,1018.0,0,15.0
20031219-13:00,Shallow Fog,12.0,88.0,1019.0,0,14.0
20031219-13:30,Shallow Fog,12.0,94.0,1019.0,0,13.0
20031219-14:30,Fog,11.0,88.0,1020.0,0,13.0
20031219-15:00,Fog,12.0,94.0,1020.0,0,13.0
20031219-15:30,Fog,11.0,88.0,1021.0,0,13.0
20031219-16:00,Fog,11.0,88.0,10211.0,0,13.0
20031219-16:30,Fog,11.0,88.0,1021.0,0,13.0
20031219-17:00,Fog,11.0,94.0,1021.0,0,12.0
20031219-17:30,Fog,11.0,94.0,1021.0,0,12.0
20031219-18:00,Fog,11.0,94.0,1021.0,0,12.0
20031219-18:30,Fog,11.0,94.0,1021.0,0,12.0
20031219-19:00,Fog,11.0,94.0,1020.0,0,12.0
20031219-19:30,Fog,11.0,94.0,1020.0,0,12.0
20031219-20:00,Fog,10.0,88.0,1020.0,0,12.0
20031219-20:30,Unknown,10.0,88.0,1020.0,0,12.0
20031219-21:00,Unknown,10.0,88.0,1020.0,0,12.0
