datetime_utc, _conds, _dewptm, _hum, _pressurem, _rain, _tempm
20030101-00:30,Fog,,,1017.0,0,
20030101-01:30,Fog,9.0,100.0,1018.0,0,9.0
20030101-02:30,Fog,9.0,100.0,1019.0,0,9.0
20030101-03:30,Fog,9.0,100.0,1019.0,0,9.0
20030101-04:30,Fog,10.0,94.0,1021.0,0,11.0
20030101-05:30,Fog,11.0,94.0,1021.0,0,12.0
20030101-06:30,Fog,12.0,94.0,1020.0,0,13.0
20030101-07:30,Mostly Cloudy,11.0,82.0,1019.0,0,14.0
20030101-08:30,Smoke,9.0,67.0,1019.0,0,15.0
20030101-09:30,Smoke,11.0,72.0,1019.0,0,16.0
20030101-10:30,Smoke,11.0,72.0,1019.0,0,16.0
20030101-11:30,Smoke,11.0,72.0,1019.0,0,16.0
20030101-12:30,Smoke,11.0,82.0,1019.0,0,14.0
20030101-13:30,Shallow Fog,11.0,82.0,1019.0,0,14.0
20030101-14:30,Shallow Fog,11.0,88.0,1020.0,0,13.0
20030101-15:30,Shallow Fog,11.0,94.0,1020.0,0,12.0
20030101-16:30,Fog,11.0,100.0,1020.0,0,11.0
20030101-17:30,Fog,10.0,94.0,1019.0,0,11.0
20030101-18:30,Fog,10.0,100.0,1019.0,0,10.0
20030101-19:30,Fog,8.0,93.0,1019.0,0,9.0
20030101-20:30,Fog,8.0,93.0,1019.0,0,9.0
20030101-21:30,Fog,8.0,100.0,1018.0,0,8.0
20030101-22:30,Fog,7.0,93.0,1018.0,0,8.0
20030101-23:30,Fog,8.0,100.0,1018.0,0,8.0
20030102-00:30,Fog,9.0,94.0,1018.0,0,10.0
20030102-01:30,Fog,8.0,87.0,1019.0,0,10.0
20030102-02:30,Fog,8.0,82.0,1021.0,0,11.0
20030102-03:30,Fog,10.0,88.0,1022.0,0,12.0
20030102-04:30,Fog,9.0,72.0,1022.0,0,14.0
20030102-05:30,Fog,11.0,77.0,1023.0,0,15.0
20030102-06:30,Fog,11.0,77.0,1022.0,0,15.0
20030102-07:30,Shallow Fog,11.0,72.0,1021.0,0,16.0
20030102-08:30,Fog,11.0,72.0,1021.0,0,16.0
20030102-09:30,Scattered Clouds,10.0,63.0,1020.0,0,17.0
20030102-10:30,Partly Cloudy,11.0,77.0,1020.0,0,15.0
20030102-11:30,Partly Cloudy,11.0,82.0,1020.0,0,14.0
20030102-12:30,Shallow Fog,11.0,88.0,1020.0,0,13.0
20030102-13:30,Shallow Fog,11.0,88.0,1021.0,0,13.0
20030102-14:30,Fog,11.0,94.0,1022.0,0,12.0
20030102-15:30,Fog,10.0,94.0,1022.0,0,11.0
20030102-16:30,Fog,10.0,94.0,1022.0,0,11.0
20030102-17:30,Fog,9.0,88.0,1022.0,0,11.0
20030102-18:30,Fog,10.0,100.0,1022.0,0,10.0
20030102-19:00,Unknown,,,-9999.0,0,
20030102-19:30,Fog,10.0,100.0,1021.0,0,10.0
20030102-20:30,Fog,10.0,100.0,1021.0,0,10.0
20030102-21:30,Fog,10.0,100.0,1021.0,0,10.0
20030102-22:30,Fog,10.0,100.0,1021.0,0,10.0
20030102-23:30,Fog,10.0,94.0,1020.0,0,11.0
20030103-00:30,Fog,10.0,94.0,1020.0,0,11.0
20030103-01:30,Fog,9.0,94.0,1021.0,0,10.0
20030103-02:30,Fog,10.0,100.0,1022.0,0,10.0
20030103-03:30,Fog,7.0,82.0,1023.0,0,10.0
20030103-04:30,Fog,9.0,88.0,1023.0,0,11.0
20030103-05:30,Partly Cloudy,9.0,72.0,1023.0,0,14.0
20030103-06:30,Mostly Cloudy,9.0,72.0,1022.0,0,14.0
20030103-07:30,Smoke,8.0,63.0,1021.0,0,15.0
20030103-09:30,Shallow Fog,8.0,67.0,1020.0,0,14.0
20030103-10:30,Shallow Fog,7.0,67.0,1020.0,0,13.0
20030103-11:30,Shallow Fog,10.0,82.0,1020.0,0,13.0
20030103-12:30,Shallow Fog,8.0,72.0,1020.0,0,13.0
20030103-13:30,Shallow Fog,10.0,88.0,1020.0,0,12.0
20030103-14:30,Smoke,9.0,82.0,1020.0,0,12.0
20030103-15:30,Mostly Cloudy,9.0,88.0,1020.0,0,11.0
20030103-16:30,Mostly Cloudy,9.0,88.0,1021.0,0,11.0
20030103-17:30,Mostly Cloudy,8.0,82.0,1021.0,0,11.0
20030103-18:30,Mostly Cloudy,8.0,87.0,1020.0,0,10.0
20030103-19:30,Mostly Cloudy,8.0,87.0,1020.0,0,10.0
20030103-20:30,Mist,,,-9999.0,0,
20030103-21:30,Shallow Fog,7.0,87.0,1020.0,0,9.0
20030103-22:30,Shallow Fog,,,1020.0,0,
20030103-23:30,Shallow Fog,6.0,82.0,1019.0,0,9.0
20030104-00:30,Mostly Cloudy,6.0,82.0,1019.0,0,9.0
20030104-01:30,Shallow Fog,7.0,87.0,1020.0,0,9.0
20030104-02:30,Mostly Cloudy,6.0,82.0,1021.0,0,9.0
20030104-03:30,Mostly Cloudy,6.0,82.0,1022.0,0,9.0
20030104-04:30,Mostly Cloudy,5.0,76.0,1023.0,0,9.0
20030104-05:30,Mostly Cloudy,5.0,71.0,1022.0,0,10.0
20030104-06:30,Mostly Cloudy,6.0,71.0,1021.0,0,11.0
20030104-07:30,Mostly Cloudy,6.0,63.0,1019.0,0,13.0
20030104-08:30,Mostly Cloudy,6.0,59.0,1018.0,0,14.0
20030104-09:30,Smoke,5.0,55.0,1018.0,0,14.0
20030104-10:30,Smoke,5.0,55.0,1018.0,0,14.0
20030104-11:30,Smoke,6.0,59.0,1018.0,0,14.0
20030104-12:30,Partly Cloudy,10.0,82.0,1018.0,0,13.0
20030104-13:30,Shallow Fog,9.0,82.0,1019.0,0,12.0
20030104-14:30,Fog,9.0,88.0,1019.0,0,11.0
20030104-15:30,Shallow Fog,9.0,94.0,1019.0,0,10.0
20030104-16:30,Shallow Fog,9.0,94.0,1019.0,0,10.0
20030104-17:30,Shallow Fog,8.0,87.0,1019.0,0,10.0
20030105-13:30,Volcanic Ash,,,-9999.0,0,
20030106-18:30,Fog,9.0,100.0,1020.0,0,9.0
20030106-19:00,Fog,8.0,100.0,1021.0,0,8.0
20030106-19:30,Fog,8.0,100.0,1020.0,0,8.0
20030106-20:00,Fog,8.0,100.0,1021.0,0,8.0
20030106-20:30,Fog,8.0,100.0,1020.0,0,8.0
20030106-21:30,Fog,8.0,100.0,1020.0,0,8.0
20030106-22:30,Fog,8.0,100.0,1020.0,0,8.0
20030106-23:30,Fog,8.0,100.0,1019.0,0,8.0
20030107-00:30,Fog,8.0,100.0,1020.0,0,8.0
20030107-01:30,Fog,7.0,100.0,1020.0,0,7.0
20030107-02:30,Fog,7.0,100.0,1021.0,0,7.0
20030107-03:30,Fog,6.0,93.0,1022.0,0,7.0
20030107-04:30,Fog,7.0,100.0,1022.0,0,7.0
20030107-05:30,Fog,6.0,87.0,1022.0,0,8.0
20030107-06:30,Fog,7.0,87.0,1021.0,0,9.0
20030107-07:30,Shallow Fog,7.0,82.0,1020.0,0,10.0
20030107-08:21,Shallow Fog,8.0,87.0,1020.0,0,10.0
20030107-09:30,Shallow Fog,8.0,87.0,1019.0,0,10.0
20030107-10:30,Shallow Fog,8.0,87.0,1019.0,0,10.0
20030107-11:30,Shallow Fog,8.0,87.0,1019.0,0,10.0
20030107-12:30,Shallow Fog,7.0,87.0,1020.0,0,9.0
20030107-13:30,Shallow Fog,6.0,82.0,1020.0,0,9.0
20030107-14:30,Shallow Fog,7.0,87.0,1021.0,0,9.0
20030107-15:30,Shallow Fog,7.0,82.0,1021.0,0,10.0
20030107-16:30,Shallow Fog,7.0,87.0,1021.0,0,9.0
20030107-17:30,Shallow Fog,6.0,82.0,1021.0,0,9.0
20030107-18:30,Shallow Fog,6.0,82.0,1020.0,0,9.0
20030107-19:30,Shallow Fog,5.0,76.0,1020.0,0,9.0
20030107-20:30,Shallow Fog,7.0,93.0,1020.0,0,8.0
20030107-21:30,Shallow Fog,5.0,81.0,1020.0,0,8.0
20030107-22:30,Shallow Fog,6.0,87.0,1019.0,0,8.0
20030108-00:30,Shallow Fog,6.0,93.0,1019.0,0,7.0
20030108-01:30,Mostly Cloudy,4.0,81.0,1020.0,0,7.0
20030108-02:30,Mist,4.0,81.0,1021.0,0,7.0
20030108-03:30,Mist,5.0,87.0,1021.0,0,7.0
20030108-04:30,Mist,5.0,87.0,1022.0,0,7.0
20030108-05:30,Mist,5.0,81.0,1022.0,0,8.0
20030108-06:30,Mist,5.0,76.0,1021.0,0,9.0
20030108-07:30,Mist,5.0,71.0,1020.0,0,10.0
20030108-08:30,Smoke,4.0,58.0,1018.0,0,12.0
20030108-09:30,Smoke,6.0,63.0,1018.0,0,13.0
20030108-10:30,Smoke,7.0,67.0,1018.0,0,13.0
20030108-11:30,Smoke,6.0,67.0,1017.0,0,12.0
20030108-12:30,Clear,8.0,87.0,1018.0,0,10.0
20030108-13:30,Shallow Fog,8.0,87.0,1018.0,0,10.0
20030108-14:30,Shallow Fog,8.0,93.0,1018.0,0,9.0
20030108-15:30,Fog,8.0,100.0,1019.0,0,8.0
20030108-16:30,Fog,7.0,100.0,1019.0,0,7.0
20030108-17:30,Fog,7.0,100.0,1019.0,0,7.0
20030108-18:30,Fog,7.0,100.0,1018.0,0,7.0
20030108-19:30,Fog,7.0,100.0,1018.0,0,7.0
20030108-20:30,Fog,6.0,100.0,1018.0,0,6.0
20030108-21:30,Fog,7.0,100.0,1019.0,0,7.0
20030108-22:30,Fog,7.0,100.0,1019.0,0,7.0
20030108-23:30,Unknown,7.0,93.0,1019.0,0,8.0
20030109-00:30,Fog,7.0,93.0,1019.0,0,8.0
20030109-01:30,Fog,7.0,93.0,1020.0,0,8.0
20030109-02:30,Fog,7.0,93.0,1020.0,0,8.0
20030109-03:30,Fog,7.0,93.0,1021.0,0,8.0
20030109-04:30,Shallow Fog,7.0,87.0,1022.0,0,9.0
20030109-05:30,Shallow Fog,5.0,71.0,1023.0,0,10.0
20030109-06:30,Scattered Clouds,7.0,76.0,1021.0,0,11.0
20030109-07:30,Smoke,6.0,63.0,1020.0,0,13.0
20030109-08:30,Smoke,6.0,55.0,1019.0,0,15.0
20030109-09:30,Smoke,7.0,59.0,1019.0,0,15.0
20030109-10:30,Smoke,6.0,55.0,1019.0,0,15.0
20030109-11:30,Smoke,7.0,63.0,1019.0,0,14.0
20030109-12:30,Smoke,7.0,67.0,1019.0,0,13.0
20030109-13:30,Shallow Fog,8.0,77.0,1020.0,0,12.0
20030109-14:30,Shallow Fog,9.0,88.0,1020.0,0,11.0
20030109-15:30,Shallow Fog,8.0,82.0,1021.0,0,11.0
20030109-16:30,Fog,8.0,93.0,1022.0,0,9.0
20030109-17:30,Fog,7.0,93.0,1022.0,0,8.0
20030109-18:30,Fog,7.0,93.0,1022.0,0,8.0
20030109-19:30,Fog,7.0,93.0,1021.0,0,8.0
20030109-20:30,Fog,5.0,93.0,1021.0,0,6.0
20030109-21:30,Fog,5.0,100.0,1021.0,0,5.0
20030109-22:30,Fog,5.0,100.0,1021.0,0,5.0
20030109-23:30,Fog,5.0,100.0,1021.0,0,5.0
20030110-00:30,Fog,5.0,100.0,1021.0,0,5.0
20030110-01:30,Fog,5.0,100.0,1021.0,0,5.0
20030110-02:30,Fog,4.0,93.0,1022.0,0,5.0
20030110-03:30,Fog,5.0,100.0,1023.0,0,5.0
20030110-04:30,Fog,6.0,100.0,1023.0,0,6.0
20030110-05:30,Fog,6.0,93.0,1023.0,0,7.0
20030110-06:30,Fog,6.0,87.0,1022.0,0,8.0
20030110-07:30,Fog,6.0,82.0,1021.0,0,9.0
20030110-08:30,Mostly Cloudy,6.0,76.0,1020.0,0,10.0
20030110-09:30,Scattered Clouds,7.0,82.0,1020.0,0,10.0
20030110-10:30,Scattered Clouds,7.0,76.0,1019.0,0,11.0
20030110-11:30,Scattered Clouds,8.0,82.0,1019.0,0,11.0
20030110-12:30,Scattered Clouds,6.0,82.0,1019.0,0,9.0
20030110-13:21,Shallow Fog,7.0,93.0,1020.0,0,8.0
20030110-14:30,Shallow Fog,5.0,81.0,1020.0,0,8.0
20030110-15:30,Fog,7.0,100.0,-9999.0,0,7.0
20030110-16:30,Fog,7.0,100.0,1021.0,0,7.0
20030110-17:30,Fog,7.0,100.0,1021.0,0,7.0
20030110-18:30,Fog,7.0,100.0,1021.0,0,7.0
20030110-19:30,Fog,7.0,100.0,1020.0,0,7.0
20030110-21:30,Fog,6.0,93.0,1020.0,0,7.0
20030110-22:30,Fog,6.0,93.0,1020.0,0,7.0
20030110-23:30,Fog,5.0,93.0,1020.0,0,6.0
20030111-00:30,Fog,5.0,93.0,1020.0,0,6.0
20030111-01:30,Fog,5.0,93.0,1021.0,0,6.0
20030111-02:30,Fog,5.0,93.0,1021.0,0,6.0
20030111-03:30,Fog,5.0,93.0,1022.0,0,6.0
20030111-04:30,Fog,5.0,93.0,1023.0,0,6.0
20030111-05:30,Fog,5.0,87.0,1022.0,0,7.0
20030111-06:30,Mist,5.0,87.0,1021.0,0,7.0
20030111-07:30,Smoke,6.0,71.0,1020.0,0,11.0
20030111-08:30,Smoke,6.0,67.0,1020.0,0,12.0
20030111-09:00,Unknown,,,-9999.0,0,
20030111-09:30,Smoke,7.0,67.0,1020.0,0,13.0
20030111-10:30,Smoke,7.0,67.0,-9999.0,0,13.0
20030111-11:30,Smoke,7.0,72.0,1019.0,0,12.0
20030111-12:30,Smoke,8.0,82.0,1019.0,0,11.0
20030111-13:30,Smoke,8.0,87.0,1019.0,0,10.0
20030111-14:30,Fog,8.0,93.0,1020.0,0,9.0
20030111-15:30,Fog,8.0,100.0,1020.0,0,8.0
20030111-16:30,Fog,7.0,100.0,1021.0,0,7.0
20030111-17:30,Fog,7.0,100.0,1021.0,0,7.0
20030111-18:30,Fog,6.0,100.0,1020.0,0,6.0
20030111-19:30,Fog,6.0,100.0,1020.0,0,6.0
20030111-20:30,Fog,7.0,100.0,1020.0,0,7.0
20030111-21:30,Fog,6.0,100.0,1020.0,0,6.0
20030111-22:30,Fog,6.0,100.0,1020.0,0,6.0
20030111-23:30,Fog,6.0,100.0,1020.0,0,6.0
20030112-00:30,Fog,7.0,100.0,1020.0,0,7.0
20030112-01:30,Fog,7.0,100.0,1021.0,0,7.0
20030112-02:30,Fog,7.0,100.0,1022.0,0,7.0
20030112-03:30,Fog,7.0,100.0,1022.0,0,7.0
20030112-04:30,Fog,7.0,100.0,1023.0,0,7.0
20030112-05:30,Fog,6.0,82.0,1023.0,0,9.0
20030112-06:30,Smoke,6.0,71.0,1023.0,0,11.0
20030112-07:30,Smoke,7.0,67.0,1021.0,0,13.0
20030112-08:30,Smoke,6.0,59.0,1020.0,0,14.0
20030112-09:30,Smoke,5.0,51.0,1020.0,0,15.0
20030112-10:30,Smoke,7.0,59.0,1019.0,0,15.0
20030112-11:30,Smoke,6.0,59.0,1019.0,0,14.0
20030112-12:30,Smoke,6.0,63.0,1019.0,0,13.0
20030112-13:30,Smoke,7.0,72.0,1020.0,0,12.0
20030112-14:30,Smoke,7.0,76.0,1020.0,0,11.0
20030112-15:30,Shallow Fog,8.0,87.0,1020.0,0,10.0
20030112-16:30,Shallow Fog,6.0,82.0,1021.0,0,9.0
20030112-17:30,Shallow Fog,7.0,93.0,1020.0,0,8.0
20030112-18:30,Fog,7.0,100.0,1020.0,0,7.0
20030112-19:30,Fog,6.0,100.0,1020.0,0,6.0
20030112-20:30,Fog,6.0,100.0,1020.0,0,6.0
20030112-21:30,Fog,5.0,100.0,1020.0,0,5.0
20030112-22:30,Fog,5.0,93.0,1020.0,0,6.0
20030112-23:30,Fog,4.0,87.0,1020.0,0,6.0
20030113-00:30,Fog,5.0,93.0,1020.0,0,6.0
20030113-01:30,Fog,5.0,93.0,1021.0,0,6.0
20030113-02:30,Fog,6.0,100.0,1022.0,0,6.0
20030113-03:30,Fog,5.0,93.0,1022.0,0,6.0
20030113-04:30,Fog,6.0,93.0,1023.0,0,7.0
20030113-05:30,Shallow Fog,6.0,82.0,1022.0,0,9.0
20030113-06:30,Partly Cloudy,8.0,82.0,1021.0,0,11.0
20030113-07:30,Smoke,6.0,59.0,1020.0,0,14.0
20030113-08:30,Smoke,7.0,59.0,1019.0,0,15.0
20030113-09:30,Smoke,7.0,52.0,1019.0,0,17.0
20030113-10:30,Smoke,7.0,52.0,1018.0,0,17.0
20030113-11:30,Smoke,8.0,55.0,1019.0,0,17.0
20030113-12:30,Smoke,9.0,72.0,1019.0,0,14.0
20030113-13:30,Smoke,8.0,77.0,1019.0,0,12.0
20030113-14:30,Clear,8.0,82.0,1020.0,0,11.0
20030113-15:30,Shallow Fog,8.0,87.0,1020.0,0,10.0
20030113-16:30,Shallow Fog,7.0,87.0,1021.0,0,9.0
20030113-17:30,Shallow Fog,6.0,82.0,1021.0,0,9.0
20030113-18:30,Shallow Fog,6.0,87.0,1020.0,0,8.0
20030113-19:30,Shallow Fog,6.0,93.0,1020.0,0,7.0
20030113-20:30,Fog,5.0,93.0,1020.0,0,6.0
20030113-21:30,Fog,4.0,81.0,1020.0,0,7.0
20030113-22:30,Clear,3.0,81.0,1020.0,0,6.0
20030113-23:30,Clear,3.0,81.0,1020.0,0,6.0
20030114-00:30,Clear,4.0,93.0,1020.0,0,5.0
20030114-01:30,Clear,3.0,87.0,1021.0,0,5.0
20030114-02:30,Clear,4.0,93.0,1021.0,0,5.0
20030114-03:30,Shallow Fog,4.0,87.0,1022.0,0,6.0
20030114-04:30,Fog,5.0,87.0,1023.0,0,7.0
20030114-05:30,Fog,6.0,93.0,1023.0,0,7.0
20030114-07:30,Shallow Fog,6.0,67.0,1021.0,0,12.0
20030114-08:30,Clear,6.0,55.0,1019.0,0,15.0
20030114-09:30,Smoke,6.0,55.0,1019.0,0,15.0
20030114-10:30,Smoke,7.0,55.0,1019.0,0,16.0
20030114-11:30,Smoke,7.0,59.0,1019.0,0,15.0
20030114-12:30,Smoke,8.0,72.0,1019.0,0,13.0
20030114-13:30,Clear,9.0,82.0,1019.0,0,12.0
20030114-14:30,Shallow Fog,9.0,88.0,1020.0,0,11.0
20030114-15:30,Shallow Fog,7.0,87.0,1020.0,0,9.0
20030114-16:30,Shallow Fog,7.0,87.0,1021.0,0,9.0
20030114-17:30,Shallow Fog,7.0,87.0,1020.0,0,9.0
20030114-18:30,Shallow Fog,6.0,87.0,1020.0,0,8.0
20030114-19:30,Shallow Fog,6.0,100.0,1020.0,0,6.0
20030114-20:30,Shallow Fog,6.0,100.0,1020.0,0,6.0
20030114-21:30,Fog,5.0,100.0,1020.0,0,5.0
20030114-22:30,Fog,5.0,100.0,1020.0,0,5.0
20030114-23:30,Fog,8.0,100.0,1021.0,0,8.0
20030115-00:30,Fog,6.0,93.0,1021.0,0,7.0
20030115-01:30,Fog,7.0,100.0,1022.0,0,7.0
20030115-01:50,Fog,7.0,87.0,1020.0,0,9.0
20030115-02:30,Fog,6.0,93.0,1023.0,0,7.0
20030115-03:30,Fog,5.0,93.0,1024.0,0,6.0
20030115-04:30,Fog,6.0,93.0,1025.0,0,7.0
20030115-05:30,Fog,7.0,93.0,1025.0,0,8.0
20030115-06:30,Shallow Fog,7.0,76.0,1024.0,0,11.0
20030115-07:30,Clear,10.0,77.0,1023.0,0,14.0
20030115-08:30,Smoke,7.0,59.0,1022.0,0,15.0
20030115-09:30,Smoke,7.0,52.0,1021.0,0,17.0
20030115-10:30,Smoke,8.0,55.0,1021.0,0,17.0
20030115-11:30,Smoke,7.0,52.0,1021.0,0,17.0
20030115-12:30,Smoke,8.0,67.0,1021.0,0,14.0
20030115-13:30,Smoke,8.0,72.0,1021.0,0,13.0
20030115-14:30,Shallow Fog,9.0,77.0,1022.0,0,13.0
20030115-15:30,Fog,8.0,87.0,1022.0,0,10.0
20030115-16:30,Fog,8.0,87.0,1022.0,0,10.0
20030115-17:30,Fog,8.0,93.0,1022.0,0,9.0
20030115-19:30,Fog,7.0,100.0,1021.0,0,7.0
20030115-20:30,Fog,5.0,100.0,1020.0,0,5.0
20030115-21:30,Fog,5.0,100.0,1020.0,0,5.0
20030115-22:30,Fog,5.0,100.0,1020.0,0,5.0
20030116-00:30,Fog,5.0,100.0,1020.0,0,5.0
20030116-01:30,Fog,4.0,100.0,1021.0,0,4.0
20030116-01:50,Fog,7.0,87.0,1020.0,0,9.0
20030116-02:30,Fog,4.0,100.0,1021.0,0,4.0
20030116-03:30,Fog,5.0,100.0,1022.0,0,5.0
20030116-04:30,Fog,6.0,100.0,1023.0,0,6.0
20030116-05:30,Fog,7.0,100.0,1022.0,0,7.0
20030116-06:30,Fog,8.0,100.0,1022.0,0,8.0
20030116-07:30,Fog,9.0,94.0,1021.0,0,10.0
20030116-08:30,Clear,8.0,72.0,1020.0,0,13.0
20030116-09:30,Smoke,8.0,63.0,1019.0,0,15.0
20030116-10:30,Smoke,8.0,63.0,1019.0,0,15.0
20030116-11:30,Smoke,8.0,67.0,1019.0,0,14.0
20030116-12:30,Smoke,7.0,72.0,1019.0,0,12.0
20030116-13:30,Shallow Fog,10.0,94.0,1020.0,0,11.0
20030116-14:30,Clear,10.0,100.0,-9999.0,0,10.0
20030116-15:30,Fog,9.0,100.0,1020.0,0,9.0
20030116-16:30,Fog,8.0,100.0,1020.0,0,8.0
20030116-17:30,Fog,8.0,100.0,1020.0,0,8.0
20030116-18:30,Fog,8.0,100.0,1020.0,0,8.0
20030116-19:30,Fog,8.0,100.0,1020.0,0,8.0
20030116-20:30,Fog,7.0,100.0,1019.0,0,7.0
20030116-21:30,Fog,7.0,100.0,1019.0,0,7.0
20030116-22:30,Fog,7.0,100.0,-9999.0,0,7.0
20030116-23:30,Unknown,7.0,100.0,1019.0,0,7.0
20030117-00:30,Fog,7.0,100.0,1020.0,0,7.0
20030117-01:30,Fog,7.0,100.0,1020.0,0,7.0
20030117-02:30,Fog,9.0,100.0,1021.0,0,9.0
20030117-03:30,Fog,9.0,100.0,1022.0,0,9.0
20030117-04:30,Fog,10.0,100.0,1022.0,0,10.0
20030117-05:30,Fog,10.0,100.0,1022.0,0,10.0
20030117-06:30,Shallow Fog,10.0,94.0,1022.0,0,11.0
20030117-07:30,Scattered Clouds,9.0,82.0,1021.0,0,12.0
20030117-09:30,Smoke,9.0,63.0,1019.0,0,16.0
20030117-10:21,Smoke,9.0,63.0,1019.0,0,16.0
20030117-11:30,Smoke,8.0,59.0,1019.0,0,16.0
20030117-12:30,Smoke,9.0,67.0,1019.0,0,15.0
20030117-13:30,Shallow Fog,10.0,82.0,1020.0,0,13.0
20030117-14:30,Fog,9.0,88.0,1020.0,0,11.0
20030117-15:30,Fog,9.0,88.0,1021.0,0,11.0
20030117-16:30,Fog,9.0,94.0,1021.0,0,10.0
20030117-17:30,Fog,7.0,93.0,1021.0,0,8.0
20030117-18:30,Fog,8.0,100.0,1021.0,0,8.0
20030117-19:30,Fog,7.0,100.0,1020.0,0,7.0
20030117-20:30,Fog,8.0,100.0,1020.0,0,8.0
20030117-21:30,Fog,8.0,100.0,1020.0,0,8.0
20030117-22:30,Fog,8.0,100.0,1020.0,0,8.0
20030117-23:30,Fog,8.0,100.0,1020.0,0,8.0
20030118-00:30,Fog,8.0,100.0,1020.0,0,8.0
20030118-01:30,Fog,8.0,100.0,1021.0,0,8.0
20030118-02:30,Fog,8.0,100.0,1022.0,0,8.0
20030118-03:30,Fog,7.0,93.0,1023.0,0,8.0
20030118-04:30,Fog,8.0,93.0,1024.0,0,9.0
20030118-05:30,Fog,9.0,100.0,1024.0,0,9.0
20030118-06:30,Shallow Fog,8.0,82.0,1023.0,0,11.0
20030118-07:30,Shallow Fog,9.0,77.0,1022.0,0,13.0
20030118-08:30,Shallow Fog,9.0,67.0,1021.0,0,15.0
20030118-09:30,Shallow Fog,11.0,72.0,1021.0,0,16.0
20030118-10:30,Shallow Fog,10.0,68.0,1021.0,0,16.0
20030118-11:30,Shallow Fog,9.0,63.0,1020.0,0,16.0
20030118-12:30,Shallow Fog,9.0,72.0,1020.0,0,14.0
20030118-13:30,Shallow Fog,9.0,82.0,1021.0,0,12.0
20030118-14:30,Shallow Fog,9.0,88.0,1021.0,0,11.0
20030118-15:30,Shallow Fog,9.0,100.0,1021.0,0,9.0
20030118-16:30,Fog,8.0,100.0,1021.0,0,8.0
20030118-17:30,Fog,7.0,100.0,1021.0,0,7.0
20030118-18:30,Fog,6.0,100.0,1020.0,0,6.0
20030118-19:30,Fog,6.0,100.0,1020.0,0,6.0
20030118-21:30,Fog,6.0,100.0,1020.0,0,6.0
20030118-22:30,Fog,6.0,100.0,1020.0,0,6.0
20030118-23:30,Fog,5.0,100.0,1019.0,0,5.0
20030119-00:30,Fog,5.0,100.0,1019.0,0,5.0
20030119-01:30,Fog,5.0,100.0,1020.0,0,5.0
20030119-02:30,Fog,5.0,100.0,1020.0,0,5.0
20030119-03:30,Fog,5.0,100.0,1021.0,0,5.0
20030119-04:30,Fog,6.0,100.0,1022.0,0,6.0
20030119-05:30,Fog,7.0,100.0,1022.0,0,7.0
20030119-06:30,Fog,8.0,100.0,1021.0,0,8.0
20030119-07:30,Fog,10.0,100.0,1020.0,0,10.0
20030119-08:30,Clear,10.0,82.0,1019.0,0,13.0
20030119-09:30,Clear,10.0,72.0,1018.0,0,15.0
20030119-10:30,Clear,7.0,43.0,1018.0,0,20.0
20030119-11:30,Partly Cloudy,12.0,88.0,1018.0,0,14.0
20030119-12:30,Fog,12.0,94.0,1018.0,0,13.0
20030119-13:30,Shallow Fog,11.0,94.0,1018.0,0,12.0
20030119-14:30,Shallow Fog,11.0,100.0,1018.0,0,11.0
20030119-15:30,Fog,9.0,94.0,1018.0,0,10.0
20030119-16:30,Fog,7.0,93.0,1019.0,0,8.0
20030119-17:30,Fog,7.0,100.0,1019.0,0,7.0
20030119-18:30,Fog,8.0,100.0,1018.0,0,8.0
20030119-19:30,Fog,7.0,100.0,1018.0,0,7.0
20030119-20:30,Fog,6.0,100.0,1018.0,0,6.0
20030119-21:30,Fog,6.0,100.0,1018.0,0,6.0
20030119-22:30,Fog,6.0,100.0,1018.0,0,6.0
20030119-23:30,Fog,6.0,100.0,1018.0,0,6.0
20030120-00:30,Fog,6.0,100.0,1018.0,0,6.0
20030120-01:30,Fog,5.0,100.0,1018.0,0,5.0
20030120-02:30,Fog,5.0,100.0,1018.0,0,5.0
20030120-03:30,Fog,5.0,100.0,1020.0,0,5.0
20030120-04:30,Fog,6.0,100.0,1020.0,0,6.0
20030120-05:30,Fog,6.0,100.0,1021.0,0,6.0
20030120-05:50,Fog,6.0,100.0,1021.0,0,6.0
20030120-06:30,Fog,7.0,100.0,1020.0,0,7.0
20030120-07:30,Shallow Fog,7.0,87.0,1019.0,0,9.0
20030120-08:30,Clear,10.0,88.0,1018.0,0,12.0
20030120-09:30,Smoke,8.0,72.0,1017.0,0,13.0
20030120-10:30,Smoke,8.0,67.0,1017.0,0,14.0
20030120-11:30,Smoke,8.0,67.0,1016.0,0,14.0
20030120-12:30,Clear,9.0,88.0,1017.0,0,11.0
20030120-13:30,Shallow Fog,8.0,87.0,1017.0,0,10.0
20030120-14:30,Shallow Fog,7.0,87.0,1017.0,0,9.0
20030120-15:30,Shallow Fog,7.0,87.0,1017.0,0,9.0
20030120-16:30,Shallow Fog,7.0,93.0,1017.0,0,8.0
20030120-17:30,Fog,5.0,100.0,1017.0,0,5.0
20030120-18:30,Fog,5.0,100.0,1017.0,0,5.0
20030120-19:30,Fog,5.0,100.0,1017.0,0,5.0
20030120-20:30,Fog,5.0,100.0,1017.0,0,5.0
20030120-22:30,Fog,5.0,100.0,1016.0,0,5.0
20030121-00:30,Fog,4.0,100.0,1016.0,0,4.0
20030121-01:30,Fog,5.0,100.0,1017.0,0,5.0
20030121-02:30,Fog,4.0,100.0,1017.0,0,4.0
